,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
124,125,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,10M 14S,614,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,-1010,-515",,,,,,,,,,,,,,-1010.0,-515.0,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,126,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,10M 15S,615,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,-515,-230",,,,,,,,,,,,,,-515.0,-230.0,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,127,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,10M 15S,615,12.0,,"endscan_x,endscan_y","358,493",,,,,,,,,,,,,,,,,"(358, 493)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,128,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,212,Player switches to a Sense,Challenge Stack,10M 16S,616,12.0,,Sense id (newly selected sense),0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,129,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,10M 17S,617,12.0,,"startscan_x,startscan_y","594,418",,,,,,,,,,,,,,,,"(594, 418)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,130,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,10M 19S,619,12.0,Welcome to PlayForward,"Stack id, starting scene left, ending scene left","12,-230,-500",,,,,,,,,,,,,,-230.0,-500.0,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,131,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,205,Player finds object,Challenge Stack,10M 20S,620,12.0,Welcome to PlayForward,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","12,c_Nurse_G0a1P,false,false",,,,,,,,,,,c_Nurse_G0a1P,False,False,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,132,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,10M 20S,620,12.0,,"endscan_x,endscan_y","1295,241",,,,,,,,,,,,,,,,,"(1295, 241)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,133,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,10M 20S,620,12.0,Welcome to PlayForward,"Stack id, Object id, result (Was player able to activate object?)","12,c_Nurse_G0a1P,true",,,,,,,,,,,c_Nurse_G0a1P,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,221,Player opens  Change Decision panel,Challenge Stack,10M 49S,649,12.0,Welcome to PlayForward,Stack id,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,135,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,220,Player closes Change Decision panel,Challenge Stack,11M 17S,677,12.0,Welcome to PlayForward,Stack id,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,136,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,300,Player enters the aspirational avatar,AspirationalAvatar,11M 17S,677,12.0,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,137,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,305,Player hits cancel button on aspirational avatar question popup,AspirationalAvatar,11M 33S,693,12.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label","0,1,0,-1,",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,138,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 2S,722,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,3,0,0",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,139,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,304,Player hits save button on aspirational avatar question popup,AspirationalAvatar,12M 3S,723,12.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label, new Choice id, new label","0,3,0,-1,,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,3.0,0.0,-1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,140,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 6S,726,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,141,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 8S,728,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,142,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 10S,730,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,143,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 11S,731,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,0.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,144,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 21S,741,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,0,10",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,0.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,145,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,303,Player starts typing in label entry,AspirationalAvatar,12M 24S,744,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,0,10",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,0.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,146,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,304,Player hits save button on aspirational avatar question popup,AspirationalAvatar,12M 26S,746,12.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label, new Choice id, new label","0,1,0,-1,,10,Funny",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,0.0,-1.0,,,10.0,Funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,147,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 35S,755,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,1,17",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,1.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,148,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 39S,759,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,149,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 40S,760,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,1,11",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,150,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 42S,762,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,151,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 44S,764,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,152,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,303,Player starts typing in label entry,AspirationalAvatar,12M 47S,767,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,1,1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,153,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,304,Player hits save button on aspirational avatar question popup,AspirationalAvatar,12M 49S,769,12.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label, new Choice id, new label","0,1,1,-1,,7,Smart",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,1.0,1.0,-1.0,,,7.0,Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,154,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,306,Player gains a star in a Asp. Avatar level,AspirationalAvatar,12M 49S,769,12.0,,"AA Level id, stars for this level old, stars for this level new","0,0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,155,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,12M 59S,779,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,0,0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,156,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,304,Player hits save button on aspirational avatar question popup,AspirationalAvatar,13M 0S,780,12.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label, new Choice id, new label","0,0,0,-1,,1,",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,0.0,0.0,-1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,157,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 9S,789,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,0,11",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,0.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,158,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 9S,789,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,159,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 12S,792,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,0,10",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,0.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,160,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,303,Player starts typing in label entry,AspirationalAvatar,13M 14S,794,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,0,10",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,0.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,161,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,304,Player hits save button on aspirational avatar question popup,AspirationalAvatar,13M 19S,799,12.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label, new Choice id, new label","0,2,0,-1,,10,Electronics",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,0.0,-1.0,,,10.0,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,162,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,306,Player gains a star in a Asp. Avatar level,AspirationalAvatar,13M 19S,799,12.0,,"AA Level id, stars for this level old, stars for this level new","0,1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,163,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 22S,802,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,164,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 23S,803,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,165,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,303,Player starts typing in label entry,AspirationalAvatar,13M 25S,805,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,166,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,304,Player hits save button on aspirational avatar question popup,AspirationalAvatar,13M 29S,809,12.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label, new Choice id, new label","0,2,1,-1,,0,Family",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,1.0,-1.0,,,0.0,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,167,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 31S,811,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,168,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 32S,812,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,2,11",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,169,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 34S,814,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,2,13",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,2.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,170,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,303,Player starts typing in label entry,AspirationalAvatar,13M 35S,815,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,2,13",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,2.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,171,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,302,Player selects aspirational avatar choice,AspirationalAvatar,13M 36S,816,12.0,,"AA Level id, Chunk id, Piece id, Choice id","0,2,2,15",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,2.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,304,Player hits save button on aspirational avatar question popup,AspirationalAvatar,13M 45S,825,12.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label, new Choice id, new label","0,2,2,-1,,15,Video Games",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,2.0,2.0,-1.0,,,15.0,Video Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,173,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,306,Player gains a star in a Asp. Avatar level,AspirationalAvatar,13M 45S,825,12.0,,"AA Level id, stars for this level old, stars for this level new","0,2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
