,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
2105873,2105874,65670032,1531,Single wave,Session 10,2013-12-13,211,Player ends scan,Challenge Stack,1H 21M 38S,4898,5.0,,"endscan_x,endscan_y","1983,128",,,,,,,,,,,,,,,,,"(1983, 128)",,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105874,2105875,65670032,1531,Single wave,Session 10,2013-12-13,212,Player switches to a Sense,Challenge Stack,1H 21M 38S,4898,5.0,,Sense id (newly selected sense),2,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105875,2105876,65670032,1531,Single wave,Session 10,2013-12-13,210,Player begins to scan Scene using Sense,Challenge Stack,1H 21M 39S,4899,5.0,,"startscan_x,startscan_y","1947,253",,,,,,,,,,,,,,,,"(1947, 253)",,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105876,2105877,65670032,1531,Single wave,Session 10,2013-12-13,207,Player panned Scene,Challenge Stack,1H 21M 40S,4900,5.0,New Year's Eve,"Stack id, starting scene left, ending scene left","5,-995,-860",,,,,,,,,,,,,,-995.0,-860.0,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105877,2105878,65670032,1531,Single wave,Session 10,2013-12-13,211,Player ends scan,Challenge Stack,1H 21M 40S,4900,5.0,,"endscan_x,endscan_y","878,546",,,,,,,,,,,,,,,,,"(878, 546)",,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105878,2105879,65670032,1531,Single wave,Session 10,2013-12-13,207,Player panned Scene,Challenge Stack,1H 21M 41S,4901,5.0,New Year's Eve,"Stack id, starting scene left, ending scene left","5,-860,-815",,,,,,,,,,,,,,-860.0,-815.0,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105879,2105880,65670032,1531,Single wave,Session 10,2013-12-13,210,Player begins to scan Scene using Sense,Challenge Stack,1H 21M 41S,4901,5.0,,"startscan_x,startscan_y","912,414",,,,,,,,,,,,,,,,"(912, 414)",,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105880,2105881,65670032,1531,Single wave,Session 10,2013-12-13,207,Player panned Scene,Challenge Stack,1H 21M 43S,4903,5.0,New Year's Eve,"Stack id, starting scene left, ending scene left","5,-815,-125",,,,,,,,,,,,,,-815.0,-125.0,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105881,2105882,65670032,1531,Single wave,Session 10,2013-12-13,211,Player ends scan,Challenge Stack,1H 21M 43S,4903,5.0,,"endscan_x,endscan_y","397,622",,,,,,,,,,,,,,,,,"(397, 622)",,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105882,2105883,65670032,1531,Single wave,Session 10,2013-12-13,210,Player begins to scan Scene using Sense,Challenge Stack,1H 21M 44S,4904,5.0,,"startscan_x,startscan_y","376,557",,,,,,,,,,,,,,,,"(376, 557)",,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105883,2105884,65670032,1531,Single wave,Session 10,2013-12-13,212,Player switches to a Sense,Challenge Stack,1H 21M 44S,4904,5.0,,Sense id (newly selected sense),1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105884,2105885,65670032,1531,Single wave,Session 10,2013-12-13,211,Player ends scan,Challenge Stack,1H 21M 45S,4905,5.0,,"endscan_x,endscan_y","364,607",,,,,,,,,,,,,,,,,"(364, 607)",,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105885,2105886,65670032,1531,Single wave,Session 10,2013-12-13,213,Player touches Object,Challenge Stack,1H 21M 45S,4905,5.0,New Year's Eve,"Stack id, Object id, result (Was player able to activate object?)","5,c_kidSister_lati_a_G9b2P,true",,,,,,,,,,,c_kidSister_lati_a_G9b2P,,,,,,,,True,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105886,2105887,65670032,1531,Single wave,Session 10,2013-12-13,210,Player begins to scan Scene using Sense,Challenge Stack,1H 21M 48S,4908,5.0,,"startscan_x,startscan_y","764,265",,,,,,,,,,,,,,,,"(764, 265)",,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105887,2105888,65670032,1531,Single wave,Session 10,2013-12-13,207,Player panned Scene,Challenge Stack,1H 21M 49S,4909,5.0,New Year's Eve,"Stack id, starting scene left, ending scene left","5,-125,-410",,,,,,,,,,,,,,-125.0,-410.0,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105888,2105889,65670032,1531,Single wave,Session 10,2013-12-13,211,Player ends scan,Challenge Stack,1H 21M 50S,4910,5.0,,"endscan_x,endscan_y","1213,125",,,,,,,,,,,,,,,,,"(1213, 125)",,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105889,2105890,65670032,1531,Single wave,Session 10,2013-12-13,210,Player begins to scan Scene using Sense,Challenge Stack,1H 21M 51S,4911,5.0,,"startscan_x,startscan_y","1316,142",,,,,,,,,,,,,,,,"(1316, 142)",,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105890,2105891,65670032,1531,Single wave,Session 10,2013-12-13,212,Player switches to a Sense,Challenge Stack,1H 21M 51S,4911,5.0,,Sense id (newly selected sense),0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105891,2105892,65670032,1531,Single wave,Session 10,2013-12-13,205,Player finds object,Challenge Stack,1H 21M 52S,4912,5.0,New Year's Eve,"Stack id, Object id, locked/unlocked status (true/false), first time unlocked (true/false)","5,s_clock_G9b2P,false,false",,,,,,,,,,,s_clock_G9b2P,False,False,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105892,2105893,65670032,1531,Single wave,Session 10,2013-12-13,211,Player ends scan,Challenge Stack,1H 21M 52S,4912,5.0,,"endscan_x,endscan_y","1211,126",,,,,,,,,,,,,,,,,"(1211, 126)",,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105893,2105894,65670032,1531,Single wave,Session 10,2013-12-13,213,Player touches Object,Challenge Stack,1H 21M 52S,4912,5.0,New Year's Eve,"Stack id, Object id, result (Was player able to activate object?)","5,s_clock_G9b2P,true",,,,,,,,,,,s_clock_G9b2P,,,,,,,,True,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105894,2105895,65670032,1531,Single wave,Session 10,2013-12-13,221,Player opens  Change Decision panel,Challenge Stack,1H 21M 55S,4915,5.0,New Year's Eve,Stack id,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105895,2105896,65670032,1531,Single wave,Session 10,2013-12-13,203,Player completes Stack,Challenge Stack,1H 21M 59S,4919,5.0,New Year's Eve,Stack id,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105896,2105897,65670032,1531,Single wave,Session 10,2013-12-13,220,Player closes Change Decision panel,Challenge Stack,1H 21M 59S,4919,5.0,New Year's Eve,Stack id,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105897,2105898,65670032,1531,Single wave,Session 10,2013-12-13,100,Player opens Challenge Stack popup,Lifeline,1H 22M 3S,4923,6.0,When Things Got Serious,Stack id,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105898,2105899,65670032,1531,Single wave,Session 10,2013-12-13,102,Player confirms entering Challenge Stack,Lifeline,1H 22M 3S,4923,6.0,When Things Got Serious,Stack id,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105899,2105900,65670032,1531,Single wave,Session 10,2013-12-13,200,Player enters Stack,Challenge Stack,1H 22M 3S,4923,6.0,When Things Got Serious,"Stack id, skill_level_know, skill_level_priority, skill_level_people, skill_level_refusal, skill_level_me","6,12,15,17,21,27",12.0,15.0,17.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105900,2105901,65670032,1531,Single wave,Session 10,2013-12-13,219,Player opens scene info panel,Challenge Stack,1H 22M 3S,4923,6.0,When Things Got Serious,Stack id,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105901,2105902,65670032,1531,Single wave,Session 10,2013-12-13,216,Player triggers Stack Animatic,Challenge Stack,1H 22M 5S,4925,6.0,,Animatic id,Stack_G10a0,,,,,,,,,,,,,,,,,,,,Stack_G10a0,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105902,2105903,65670032,1531,Single wave,Session 10,2013-12-13,217,Player exits Stack Animatic,Challenge Stack,1H 22M 19S,4939,6.0,,"Animatic id, animatic time elapsed (in seconds), animatic time left  (in seconds)","Stack_G10a0,13,0.00",,,,,,,,,,,,,,,,,,,,Stack_G10a0,13.0,0.0,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105903,2105904,65670032,1531,Single wave,Session 10,2013-12-13,218,Player closes scene info panel,Challenge Stack,1H 22M 20S,4940,6.0,When Things Got Serious,Stack id,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105904,2105905,65670032,1531,Single wave,Session 10,2013-12-13,210,Player begins to scan Scene using Sense,Challenge Stack,1H 22M 21S,4941,6.0,,"startscan_x,startscan_y","914,412",,,,,,,,,,,,,,,,"(914, 412)",,,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105905,2105906,65670032,1531,Single wave,Session 10,2013-12-13,211,Player ends scan,Challenge Stack,1H 22M 22S,4942,6.0,,"endscan_x,endscan_y","481,488",,,,,,,,,,,,,,,,,"(481, 488)",,,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105906,2105907,65670032,1531,Single wave,Session 10,2013-12-13,213,Player touches Object,Challenge Stack,1H 22M 22S,4942,6.0,When Things Got Serious,"Stack id, Object id, result (Was player able to activate object?)","6,s_drawer_M_G10a0,true",,,,,,,,,,,s_drawer_M_G10a0,,,,,,,,True,,,,,,,,Session_10_eventLog_65670052.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105907,2105908,65670032,1531,Single wave,Session 10,2013-12-13,1003,Player enters Level Select menu,Minigame General,1H 22M 25S,4945,6.0,,Minigame id,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Minigame challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105908,2105909,65670032,1531,Single wave,Session 10,2013-12-13,1004,Player selects minigame level,Minigame General,1H 22M 26S,4946,6.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Minigame challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105909,2105910,65670032,1531,Single wave,Session 10,2013-12-13,400,Player closes intro panel to start game,Knowledge Minigame,1H 22M 27S,4947,6.0,,Minigame level id,5,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105910,2105911,65670032,1531,Single wave,Session 10,2013-12-13,401,Player hits continue arrow after the starter statement,Knowledge Minigame,1H 22M 28S,4948,6.0,,"Minigame level id, Starter Statement id","5,[StatementsData_logId:0]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105911,2105912,65670032,1531,Single wave,Session 10,2013-12-13,403,"Player selects ""False""",Knowledge Minigame,1H 22M 30S,4950,6.0,,"Minigame level id, Starter Statement id, validity","5,[StatementsData_logId:0,true]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,true],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105912,2105913,65670032,1531,Single wave,Session 10,2013-12-13,405,Player hits continue on their character's dialogue for how they identified starter's statement,Knowledge Minigame,1H 22M 31S,4951,6.0,,"Minigame level id, Starter Statement id","5,[StatementsData_logId:0]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105913,2105914,65670032,1531,Single wave,Session 10,2013-12-13,406,Player hits continue on results for how they identified starter's statement,Knowledge Minigame,1H 22M 31S,4951,6.0,,"Minigame level id, Starter Statement id, cred lost/gained","5,[StatementsData_logId:0,2]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105914,2105915,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 31S,4951,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:5]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105915,2105916,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 31S,4951,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:24]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:24],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105916,2105917,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 31S,4951,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:26]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:26],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105917,2105918,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 31S,4951,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:27]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105918,2105919,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 31S,4951,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:1]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105919,2105920,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 31S,4951,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:4]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105920,2105921,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 32S,4952,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:24]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:24],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105921,2105922,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 32S,4952,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:24]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:24],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105922,2105923,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 35S,4955,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:27]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105923,2105924,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 35S,4955,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:24]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:24],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105924,2105925,65670032,1531,Single wave,Session 10,2013-12-13,407,Player selects a fact card in the library view,Knowledge Minigame,1H 22M 35S,4955,6.0,,"Minigame level id, Starter Statement id, fact card id","5,[StatementsData_logId:0,FactCardData_id:27]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_65670052.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
