,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
858226,858227,6486019,647,Fall (Wave 1) 2013,Session 6,2013-11-25,212,Player switches to a Sense,Challenge Stack,4H 23M 9S,15789,3.0,,Sense id (newly selected sense),1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Session_6_eventLog_6486019.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43363,43364,6427006,3561,"3561 (T,TH) Spring 2013",Session 3,2013-03-14,908,Invitation appears,People Sense,3H 10M 23S,11423,4.0,,"Minigame level id, invitation id, inviting NPC id, inviting NPC rank id","2,[InvitationData_id:4,PeopleData_id:2,RankTypes_id:3]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_3_eventLog_6427006_session3.log,People,,,,,,,,,,,,,,,[InvitationData_id:4,PeopleData_id:2,RankTypes_id:3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850782,1850783,6607005,7167,Spring 2014~ Wave 1,Session 5,2014-03-05,902,Player selects an NPC fact,People Sense,3H 8M 34S,11314,4.0,,"Minigame level id, NPC id, NPC Fact Data Type","2,[PeopleData_id:4,PeopleData_data0Type]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6607005_session5.log,People,,,,,,,,,,,[PeopleData_id:4,PeopleData_data0Type],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730198,1730199,6606005,9691,Single wave,Session 4,2014-03-11,500,Player closes intro panel to start game,Refuse Power Minigame,4H 29M 2S,16142,5.0,,Minigame level id,2,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_4_eventLog_6606005_session4.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813001,813002,6486015,647,Fall (Wave 1) 2013,Sessions 10 _ 11,2013-12-16,503,Player hits continue on results for Think phase,Refuse Power Minigame,147H 51M 35S,532295,2.0,,Minigame level id,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Sessions_10___11_eventLog_6486015.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231011,1231012,6506004,2238,Summer 2013,Session 7,2013-07-16,416,Player hits continue arrow their character says their chosen It's On answer,Knowledge Minigame,6H 39M 0S,23940,8.0,,"Minigame level id, Starter Statement id, Opponent It's On statement id","4,[StatementsData_logId:1,DuelResponsesData_logId:0]",,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Session_7_eventLog_6506004.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:1,,,,,DuelResponsesData_logId:0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408319,408320,6427040,3561,3561 YES! Troup,Session 5,2014-04-23,910,Player hits continue button after seeing invitation results panel,People Sense,4H 10M 19S,15019,5.0,,"Minigame level id, invitation id, points lost/gained, strike?","3,[InvitationData_id:0,9,false]",,,,,,,3.0,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6427040.log,People,,,,,,,,,,,,,,,[InvitationData_id:0,,,,9.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048110,1048111,6486035,647,Spring (Wave 2) 2014 Class 2,Session 4,2014-03-20,504,Player starts an audio clip in Prepare phase,Refuse Power Minigame,3H 31M 0S,12660,3.0,,"Minigame level id, Influence id","6,[InfluenceData_logId:0]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_4_eventLog_6486035_session4.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[InfluenceData_logId:0],,,,,,,,,,,,,,,,,,,,,,,
318790,318791,6427033,3561,3561 0647 Fall 2013,Session 1,2013-10-22,910,Player hits continue button after seeing invitation results panel,People Sense,1H 4M 21S,3861,1.0,,"Minigame level id, invitation id, points lost/gained, strike?","1,[InvitationData_id:8,7,false]",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427033.log,People,,,,,,,,,,,,,,,[InvitationData_id:8,,,,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447672,1447673,6546009,5340,Single wave,Sessions 5 _ 6,2013-07-17,211,Player ends scan,Challenge Stack,3H 37M 54S,13074,2.0,,"endscan_x,endscan_y","1150,587",,,,,,,,,,,,,,,,,"(1150, 587)",,,,,,,,,,Sessions_5___6_eventLog_6546009.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074642,2074643,6626005,3205,Spring 2014 Wave 2,Session 11,2014-06-10,902,Player selects an NPC fact,People Sense,249H 40M 37S,898837,11.0,,"Minigame level id, NPC id, NPC Fact Data Type","4,[PeopleData_id:1,PeopleData_data2Type]",,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Session_11_eventLog_6626005.log,People,,,,,,,,,,,[PeopleData_id:1,PeopleData_data2Type],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618174,1618175,6566009,4829,Spring 2014 Wave 2,Session 3,2014-04-24,904,Player starts drag on NPC,People Sense,2H 29M 38S,8978,2.0,,"Minigame level id, NPC id","1,[PeopleData_id:2]",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Session_3_eventLog_6566009.log,People,,,,,,,,,,,[PeopleData_id:2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93235,93236,6427012,3561,"3561 (M,W) Spring 2013",Session 5,2013-04-10,910,Player hits continue button after seeing invitation results panel,People Sense,5H 11M 56S,18716,10.0,,"Minigame level id, invitation id, points lost/gained, strike?","6,[InvitationData_id:7,9,false]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6427012.log,People,,,,,,,,,,,,,,,[InvitationData_id:7,,,,9.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986034,986035,6486029,647,Spring (Wave 1) 2014 Class 1,Session 8,2014-03-21,407,Player selects a fact card in the library view,Knowledge Minigame,6H 21M 34S,22894,10.0,,"Minigame level id, Starter Statement id, fact card id","3,[StatementsData_logId:4,FactCardData_id:20]",,,,,,,3.0,,,,,,,,,,,,,,,,,,,,Session_8_eventLog_6486029_session8.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:4,,,FactCardData_id:20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189942,189943,6427021,3561,3561 Summer 2013 - Group 2,Session 9,2013-08-02,211,Player ends scan,Challenge Stack,9H 46M 51S,35211,11.0,,"endscan_x,endscan_y","1810,271",,,,,,,,,,,,,,,,,"(1810, 271)",,,,,,,,,,Session_9_eventLog_6427021.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508769,1508770,6566001,4829,Fall 2013,Session 8,2013-10-31,207,Player panned Scene,Challenge Stack,5H 15M 43S,18943,2.0,My Friend's Birthday Party,"Stack id, starting scene left, ending scene left","2,-492,-282",,,,,,,,,,,,,,-492.0,-282.0,,,,,,,,,,,,Session_8_eventLog_6566001.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778273,778274,6486013,647,Fall (Wave 1) 2013,Session  8 _ 9,2013-12-16,407,Player selects a fact card in the library view,Knowledge Minigame,6H 19M 27S,22767,2.0,,"Minigame level id, Starter Statement id, fact card id","1,[StatementsData_logId:4,FactCardData_id:20]",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Session__8___9_eventLog_6486013.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:4,,,FactCardData_id:20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438476,438477,6427041,3561,3561 YES! Troup,Session 9,2014-05-21,901,Player selects an NPC,People Sense,6H 30M 33S,23433,10.0,,"Minigame level id, NPC id","2,[PeopleData_id:2]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_9_eventLog_6427041.log,People,,,,,,,,,,,[PeopleData_id:2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837948,1837949,6607004,7167,Spring 2014~ Wave 1,Session 5,2014-03-05,904,Player starts drag on NPC,People Sense,363H 1M 55S,1306915,4.0,,"Minigame level id, NPC id","2,[PeopleData_id:5]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6607004_session5.log,People,,,,,,,,,,,[PeopleData_id:5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874202,1874203,6607006,7167,Spring 2014~ Wave 1,Session 3,2014-02-26,207,Player panned Scene,Challenge Stack,2H 23M 13S,8593,1.0,What I Did That Summer,"Stack id, starting scene left, ending scene left","1,-680,-935",,,,,,,,,,,,,,-680.0,-935.0,,,,,,,,,,,,Session_3_eventLog_6607006_session3.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676184,676185,6486005,647,Spring 2013,Session 6,2013-04-30,416,Player hits continue arrow their character says their chosen It's On answer,Knowledge Minigame,6H 21M 50S,22910,10.0,,"Minigame level id, Starter Statement id, Opponent It's On statement id","9,[StatementsData_logId:1,DuelResponsesData_logId:4]",,,,,,,9.0,,,,,,,,,,,,,,,,,,,,Session_6_eventLog_6486005.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:1,,,,,DuelResponsesData_logId:4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162808,1162809,6486042,647,Spring 2014 Wave 3,Session 10,2014-06-12,905,Player drops an NPC in a rank slot,People Sense,362H 18M 31S,1304311,1.0,,"Minigame level id, NPC id, Previous Rank id, New Rank id","1,[PeopleData_id:1,RankTypes_id:-1,RankTypes_id:1]",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_6486042.log,People,,,,,,,,,,,[PeopleData_id:1,,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268920,268921,6427027,3561,3561 5112 Fall 2013,Session 2,2013-10-23,803,Player turns over a Stop And Think Card,Priority Sense,1H 52M 56S,6776,0.0,,"Minigame level id, Opportunity Card ID, Stop & Think ID","0,[OpportunityCardData_id:17,OpportunityCardConsequencesData_logId:1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_2_eventLog_6427027.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,OpportunityCardConsequencesData_logId:1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233437,233438,6427024,3561,3561 Summer 2013 - Group 1,Session 8,2013-07-26,405,Player hits continue on their character's dialogue for how they identified starter's statement,Knowledge Minigame,7H 47M 21S,28041,8.0,,"Minigame level id, Starter Statement id","3,[StatementsData_logId:0]",,,,,,,3.0,,,,,,,,,,,,,,,,,,,,Session_8_eventLog_6427024.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881580,881581,6486020,647,Fall (Wave 1) 2013,Session 8,2013-12-13,509,Player selects their own attack strategy,Refuse Power Minigame,6H 44M 46S,24286,6.0,,"Minigame level id, strategy id, strategy strength","5,[RefusalData_logId:6,1]",,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Session_8_eventLog_6486020.log,Refusal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[RefusalData_logId:6,1.0,,,,,,,,,,,,
908463,908464,6486023,647,Spring (Wave 1) 2014 Class 1,Session 1,2014-02-11,207,Player panned Scene,Challenge Stack,41M 27S,2487,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,0,-518.45",,,,,,,,,,,,,,0.0,-518.45,,,,,,,,,,,,Session_1_eventLog_6486023_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461246,461247,6427043,3561,3561 YES! Troup,Session 2,2014-04-25,210,Player begins to scan Scene using Sense,Challenge Stack,1H 17M 16S,4636,1.0,,"startscan_x,startscan_y","909,564",,,,,,,,,,,,,,,,"(909, 564)",,,,,,,,,,,Session_2_eventLog_6427043.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807932,807933,6486015,647,Fall (Wave 1) 2013,Session 5,2013-11-22,414,Player hits continue arrow after crowd response to opponent's It's On! statement,Knowledge Minigame,4H 1M 46S,14506,0.0,,"Minigame level id, Starter Statement id, Opponent It's On statement id","0,[StatementsData_logId:5,DuelResponsesData_logId:10]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6486015.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:5,,,,,DuelResponsesData_logId:10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042364,1042365,6486034,647,Spring (Wave 2) 2014 Class 2,Session 10,2014-04-21,407,Player selects a fact card in the library view,Knowledge Minigame,8H 26M 27S,30387,10.0,,"Minigame level id, Starter Statement id, fact card id","2,[StatementsData_logId:0,FactCardData_id:21]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_10_eventLog_6486034.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0,,,FactCardData_id:21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681986,1681987,6606001,9691,Single wave,Session 1,2014-02-27,411,Player hits continue on the Round recap dialog that reiterates the facts,Knowledge Minigame,1H 13M 16S,4396,0.0,,"Minigame level id, Starter Statement id","0,[StatementsData_logId:1]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6606001_session1.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791492,791493,6486014,647,Fall (Wave 1) 2013,Session 6,2013-11-25,411,Player hits continue on the Round recap dialog that reiterates the facts,Knowledge Minigame,5H 23M 36S,19416,6.0,,"Minigame level id, Starter Statement id","9,[StatementsData_logId:0]",,,,,,,9.0,,,,,,,,,,,,,,,,,,,,Session_6_eventLog_6486014.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819917,819918,6486016,647,Fall (Wave 1) 2013,Session 4,2013-11-22,213,Player touches Object,Challenge Stack,5H 20M 6S,19206,3.0,Grandma's Pills,"Stack id, Object id, result (Was player able to activate object?)","3,s_camera_gen,true",,,,,,,,,,,s_camera_gen,,,,,,,,True,,,,,,,,Session_4_eventLog_6486016.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253502,1253503,6506005,2238,Fall ( Wave 2) 2013,Session 6,2013-12-10,212,Player switches to a Sense,Challenge Stack,5H 59M 1S,21541,10.0,,Sense id (newly selected sense),1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Session_6_eventLog_6506005.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198816,1198817,6506002,2238,Summer 2013,Session 11,2013-07-23,210,Player begins to scan Scene using Sense,Challenge Stack,10H 58M 54S,39534,5.0,,"startscan_x,startscan_y","70,247",,,,,,,,,,,,,,,,"(70, 247)",,,,,,,,,,,Session_11_eventLog_6506002.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838617,838618,6486018,647,Fall (Wave 1) 2013,Session 7,2013-12-06,407,Player selects a fact card in the library view,Knowledge Minigame,74H 30M 40S,268240,5.0,,"Minigame level id, Starter Statement id, fact card id","6,[StatementsData_logId:5,FactCardData_id:2]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_7_eventLog_6486018.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:5,,,FactCardData_id:2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550036,1550037,6566004,4829,Fall 2013,Session 5,2013-10-17,407,Player selects a fact card in the library view,Knowledge Minigame,3H 23M 20S,12200,0.0,,"Minigame level id, Starter Statement id, fact card id","0,[StatementsData_logId:3,FactCardData_id:4]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6566004.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:3,,,FactCardData_id:4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178637,1178638,6506001,2238,Summer 2013,Session 8,2013-07-17,207,Player panned Scene,Challenge Stack,7H 34M 23S,27263,2.0,My Friend's Birthday Party,"Stack id, starting scene left, ending scene left","2,-844,-995",,,,,,,,,,,,,,-844.0,-995.0,,,,,,,,,,,,Session_8_eventLog_6506001.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937336,937337,6486025,647,Spring (Wave 1) 2014 Class 1,Session 8,2014-03-25,901,Player selects an NPC,People Sense,6H 59M 11S,25151,7.0,,"Minigame level id, NPC id","2,[PeopleData_id:1]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_8_eventLog_6486025_session8.log,People,,,,,,,,,,,[PeopleData_id:1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838680,1838681,6607004,7167,Spring 2014~ Wave 1,Session 5,2014-03-05,219,Player opens scene info panel,Challenge Stack,363H 23M 11S,1308191,4.0,Summer Sneaking,Stack id,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_5_eventLog_6607004_session5.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98383,98384,6427013,3561,"3561 (M,W) Spring 2013",Session 1,2013-03-25,207,Player panned Scene,Challenge Stack,26M 40S,1600,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,-128.45,-293.45",,,,,,,,,,,,,,-128.45,-293.45,,,,,,,,,,,,Session_1_eventLog_6427013_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417487,417488,6427040,3561,3561 YES! Troup,Session 8,2014-05-09,902,Player selects an NPC fact,People Sense,7H 50M 46S,28246,10.0,,"Minigame level id, NPC id, NPC Fact Data Type","2,[PeopleData_id:6,PeopleData_data2Type]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_8_eventLog_6427040.log,People,,,,,,,,,,,[PeopleData_id:6,PeopleData_data2Type],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255795,255796,6427026,3561,3561 YES! Program Fall 2013,Session 4,2013-10-23,415,Player selects answer in It's On!,Knowledge Minigame,3H 43M 16S,13396,6.0,,"Minigame level id, Starter Statement id, Opponent It's On statement id, Player's Chosen Response id","6,[StatementsData_logId:5,DuelResponsesData_logId:3,DuelResponsesData_ok_player_response]",,,,,,,6.0,,,,,,,,,,,,,,,,,,,,Session_4_eventLog_6427026.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:5,,,,,DuelResponsesData_logId:3,DuelResponsesData_ok_player_response],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753496,753497,6486012,647,Fall (Wave 1) 2013,Session 2,2013-11-08,407,Player selects a fact card in the library view,Knowledge Minigame,47M 45S,2865,0.0,,"Minigame level id, Starter Statement id, fact card id","0,[StatementsData_logId:3,FactCardData_id:6]",,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Session_2_eventLog_6486012.log,Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[StatementsData_logId:3,,,FactCardData_id:6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755159,1755160,6606007,9691,Single wave,Session 6,2014-04-03,103,Player touches Epilogue button,Lifeline,6H 58M 50S,25130,7.0,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_6_eventLog_6606007.log,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646087,1646088,6567003,1531,Single wave,Session 2,2013-10-21,221,Player opens  Change Decision panel,Challenge Stack,1H 31M 6S,5466,2.0,My Friend's Birthday Party,Stack id,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_2_eventLog_6567005.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632982,632983,6486003,647,Spring 2013,Session 3,2013-04-24,803,Player turns over a Stop And Think Card,Priority Sense,2H 49M 33S,10173,4.0,,"Minigame level id, Opportunity Card ID, Stop & Think ID","2,[OpportunityCardData_id:21,OpportunityCardConsequencesData_logId:2]",,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Session_3_eventLog_6486003.log,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,OpportunityCardConsequencesData_logId:2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80107,80108,6427011,3561,"3561 (M,W) Spring 2013",Session 6,2013-05-06,211,Player ends scan,Challenge Stack,5H 27M 59S,19679,9.0,,"endscan_x,endscan_y","1455,412",,,,,,,,,,,,,,,,,"(1455, 412)",,,,,,,,,,Session_6_eventLog_6427011.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690044,1690045,6606003,9691,Single wave,Session 1,2014-02-27,210,Player begins to scan Scene using Sense,Challenge Stack,9M 21S,561,12.0,,"startscan_x,startscan_y","1774,328",,,,,,,,,,,,,,,,"(1774, 328)",,,,,,,,,,,Session_1_eventLog_6606003_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
